field_query,paperId,title,url,publicationTypes,abstract,year,citationCount,journal_volume,authorIds,corresponding_author,venue,number_reviewers,reviewers,approved,comments,proceedings,edition,journal_name,keywords
Graph Database,9a0965beef113cc37491004b1848149e00300561,A Graph Database Model for Knowledge Extracted from Place Descriptions,https://www.semanticscholar.org/paper/9a0965beef113cc37491004b1848149e00300561,JournalArticle,"Everyday place descriptions provide a rich source of knowledge about places and their relative locations. This research proposes a place graph model for modelling this spatial, non-spatial, and contextual knowledge from place descriptions. The model extends a prior place graph, and overcomes a number of limitations. The model is implemented using a graph database, and a management system has also been developed that allows operations including querying, mapping, and visualizing the stored knowledge in an extended place graph. Then three experimental tasks, namely georeferencing, reasoning, and querying, are selected to demonstrate the superiority of the extended model.",2018,22,7,"[2149052018.0, 2074432.0, 145285033.0, 1686534.0]",2149052018.0,Stockholm,2,"[2604647.0, 9185192.0]",Y,"['The authors propose to train a generator network in combination with the classifier and an adversarial discriminator.', ""My main concern with this work is that I don't see any mechanism in the framework that prevents an expert  (or few of them) to win all examples except its own learning capacities.""]",,,ISPRS Int. J. Geo Inf.,"['place', 'graph', 'model', 'graph database', 'Graph Database']"
Graph Database,5f7f10f913ecc478ff7ba304c265fd3c700b47d7,Modeling Graph Database Schema,https://www.semanticscholar.org/paper/5f7f10f913ecc478ff7ba304c265fd3c700b47d7,JournalArticle,"The authors present a new method for creating a graph database schema (GDBS) based on an entity-relationship diagram (ERD) of the application domain, which is mapped to a GDBS in a two-step process. First, the original ERD is adjusted to a semantically equivalent ERD (enabling it to be mapped in step two). In the second step, the adjusted ERD is mapped to a GDBS according to specific rules. The resulting GDBS includes integrity constraints that enrich existing graph databases.",2017,35,19,"[1414019666.0, 1732091.0, 1762969.0, 1753089.0]",1414019666.0,Stockholm,2,"[50487261.0, 1482544386.0]",Y,"['On the negative side, the paper is only qualitative.', 'Not that there is anything wrong with short papers, but in this case both the clarity of presentation and details are lacking.']",,,IT Professional,"['gdbs', 'erd', 'graph', 'graph database', 'Graph Database']"
Graph Database,ce3285bf1853f00c00535325851df5c33a0fc5d6,The Fragment Network: A Chemistry Recommendation Engine Built Using a Graph Database.,https://www.semanticscholar.org/paper/ce3285bf1853f00c00535325851df5c33a0fc5d6,JournalArticle,"The hit validation stage of a fragment-based drug discovery campaign involves probing the SAR around one or more fragment hits. This often requires a search for similar compounds in a corporate collection or from commercial suppliers. The Fragment Network is a graph database that allows a user to efficiently search chemical space around a compound of interest. The result set is chemically intuitive, naturally grouped by substitution pattern and meaningfully sorted according to the number of observations of each transformation in medicinal chemistry databases. This paper describes the algorithms used to construct and search the Fragment Network and provides examples of how it may be used in a drug discovery context.",2017,29,60 14,"[145366422.0, 32682297.0, 2462060.0]",145366422.0,Copenhagen,3,"[39231399.0, 1630293705.0, 46537606.0]",Y,"['This is then used to develop a simple bias initialization scheme for the gates when the range of temporal dependencies relevant for a problem can be estimated or are known.', 'The partitioning of each task must currently be designed by hand.', 'It may also be interesting to provide suitable theoretical analysis, e.g., relationships with the SVD of the embedding matrix.']",,,Journal of Medicinal Chemistry,"['fragment', 'drug', 'discovery', 'graph database', 'Graph Database']"
Graph Database,448959eff044f02040ded5afd483b7c4e811b0ac,Engineering Knowledge Graph from Patent Database,https://www.semanticscholar.org/paper/448959eff044f02040ded5afd483b7c4e811b0ac,JournalArticle,"
 We propose a large, scalable engineering knowledge graph, comprising sets of real-world engineering “facts” as < entity, relationship, entity > triples that are found in the patent database. We apply a set of rules based on the syntactic and lexical properties of claims in a patent document to extract facts. We aggregate these facts within each patent document and integrate the aggregated sets of facts across the patent database to obtain an engineering knowledge graph. Such a knowledge graph is expected to support inference, reasoning, and recalling in various engineering tasks. The knowledge graph has a greater size and coverage in comparison with the previously used knowledge graphs and semantic networks in the engineering literature.",2021,41,22,"[51471694.0, 1906960.0, 2053320598.0, 145990580.0]",51471694.0,Monaco,2,"[2146335468.0, 2184079980.0]",Y,"['They then evaluate several existing network architectures on these tasks, and show that results are not as impressive as others might have assumed they would be.', 'Exploiting the generative capacity of the network, they play with the ""sentiment neuron"" to deform a review.']",,,Journal of Computing and Information Science in Engineering,"['engineering', 'knowledge', 'graph', 'graph database', 'Graph Database']"
Graph Database,31d7d7b9c7b776c639316027e6ae5f2ff2673da2,Fast Dual Simulation Processing of Graph Database Queries,https://www.semanticscholar.org/paper/31d7d7b9c7b776c639316027e6ae5f2ff2673da2,Conference,"Graph database query languages feature expressive yet computationally expensive pattern matching capabilities. Answering optional query clauses in SPARQL for instance renders the query evaluation problem immediately PSPACE-complete. Light-weight graph pattern matching relations, such as simulation, have recently been investigated as promising alternatives to more expensive query mechanisms like, e.g., computing subgraph isomorphism. Still, pattern matching alone lacks expressive query capabilities: graph patterns may be combined by usual inner joins. However, including more sophisticated operators is inevitable to make solutions more useful for emerging applications. In this paper we bridge this gap by introducing a new dual simulation process operating on SPARQL queries. In addition to supporting the full syntactic structure of SPARQL queries, it features polynomial-time pattern matching to compute an overapproximation of the query results. Moreover, to achieve running times competing with state-of-the-art database systems, we develop a novel algorithmic solution to dual simulation graph pattern matching, based on a system of inequalities that allows for several optimization heuristics. Finally, we achieve soundness of our process for SPARQL queries including UNION, AND and OPTIONAL operators not restricted to well-designed patterns. Our experiments on synthetic and real-world graph data promise a clear gain for graph database systems when incorporating the new dual simulation techniques.",2018,8,,"[3304707.0, 3245041.0, 79691050.0, 77790220.0, 1720266.0]",3304707.0,Rome,2,"[2145734797.0, 2086632521.0]",Y,"['- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq.', 'Pros: - A new GAIL formulation for saving on interaction data.']",IEEE International Conference on Data Engineering,35.0,,"['graph', 'query', 'pattern', 'graph database', 'Graph Database']"
Graph Database,746a81aa26d3ebfb81acfd6af958d6a21603cd21,Design and Implementation of Movie Recommender System Based on Graph Database,https://www.semanticscholar.org/paper/746a81aa26d3ebfb81acfd6af958d6a21603cd21,Conference,"with the continuous development of Internet technology, information overload is becoming more and more serious. It's getting harder to get useful information from the network. Although the search engine can help users find information they need from the vast amounts of information in a certain extent, but cannot completely solve the problem of information overload, when users cannot accurately describe the information they need, you need to recommend system to help users find valuable information for users. So recommender systems are becoming more and more important. The movie recommender system implemented in this paper is based on the traditional user-based collaborative filtering algorithm, and the user project scoring matrix is pre filled. At the same time, database technology of this system uses graph database which is good at dealing with complex relations. In data visualization, the degree of recommendation of a movie is expressed by the size of the node and the thickness of the edge, so as to improve the user experience.",2017,17,,"[46255467.0, 49673164.0, 2112638989.0, 34701398.0]",46255467.0,San Marino,3,"[30671790.0, 2162042348.0, 1729109.0]",Y,"['The paper makes some bold claims.', 'Without this baseline, it is hard to tell whether GAN training is even useful.', '3. There is a lack comparison to other methods such as Shaham et al. (2017).']",Web Information System and Application Conference,14.0,,"['information', 'users', 'system', 'graph database', 'Graph Database']"
Graph Database,c6879e43828b293567f5e2da039d23845189d6a7,"Managing Cyber Threat Intelligence in a Graph Database: Methods of Analyzing Intrusion Sets, Threat Actors, and Campaigns",https://www.semanticscholar.org/paper/c6879e43828b293567f5e2da039d23845189d6a7,Conference,"Efforts to cope jointly with the ever-increasing number of breach incidents have resulted in the establishment of the standard format and protocol and given birth to many consultative groups. In addition, various channels that distribute Cyber Threat Intelligence information free of charge have emerged, and studies on utilizing such channels have spread. As the market for sharing information professionally is expanding, the need to manage the shared information in various ways in order to achieve better result has arisen. This paper proposes a standardized management structure and method based on the standardized format and a meaning and standard of Cyber Threat Intelligence that can be shared outside when loading OSINT information collected from various channels into the graph database. This paper also proposes a method of supporting the detection provided by existing security equipment with the information saved in the graph database and an effective method of analysis. Lastly, the paper discusses the advantages that can be expected from saving cyber threat information in the graph database developed using information collected from the outside.",2018,10,,"[2108129412.0, 9460711.0, 153378387.0, 2151900144.0, 2109139810.0]",2108129412.0,Valletta,3,"[2059129841.0, 1713648.0, 152125305.0]",Y,"['The experimental results seem promising, although not earthshattering.', 'Perhaps one could use a different (less striped) animal, e.g. raccoon.', 'Without experiments over other datasets and wall clock time results, it is hard to appreciate the significance of this improvement.']",International Conference on Platform Technology and Service,18.0,,"['information', 'channels', 'cyber', 'graph database', 'Graph Database']"
Graph Database,e89c37b7c2ff465db43c4b9f674867ec4b98aa8b,EpiGeNet: A Graph Database of Interdependencies Between Genetic and Epigenetic Events in Colorectal Cancer,https://www.semanticscholar.org/paper/e89c37b7c2ff465db43c4b9f674867ec4b98aa8b,JournalArticle,"The development of colorectal cancer (CRC)-the third most common cancer type-has been associated with deregulations of cellular mechanisms stimulated by both genetic and epigenetic events. StatEpigen is a manually curated and annotated database, containing information on interdependencies between genetic and epigenetic signals, and specialized currently for CRC research. Although StatEpigen provides a well-developed graphical user interface for information retrieval, advanced queries involving associations between multiple concepts can benefit from more detailed graph representation of the integrated data. This can be achieved by using a graph database (NoSQL) approach. Data were extracted from StatEpigen and imported to our newly developed EpiGeNet, a graph database for storage and querying of conditional relationships between molecular (genetic and epigenetic) events observed at different stages of colorectal oncogenesis. We illustrate the enhanced capability of EpiGeNet for exploration of different queries related to colorectal tumor progression; specifically, we demonstrate the query process for (i) stage-specific molecular events, (ii) most frequently observed genetic and epigenetic interdependencies in colon adenoma, and (iii) paths connecting key genes reported in CRC and associated events. The EpiGeNet framework offers improved capability for management and visualization of data on molecular events specific to CRC initiation and progression.",2017,19,24 10,"[8613913.0, 50701671.0, 47631235.0, 36994619.0, 48107154.0, 31590259.0, 1679216.0, 48662628.0]",8613913.0,Bratislava,3,"[2113959133.0, 50841357.0, 4007395.0]",Y,"['(As an aside, the authors of course acknowledge that recurrent neural networks have been used for this purpose with varying degrees of success.)', 'Thus, as such, the novelty or the contributions of this paper are minor.', 'The paper and included experiments are a valuable contribution to the community interested in solving harder and harder tasks using reinforcement learning.']",,,J. Comput. Biol.,"['events', 'statepigen', 'database', 'graph database', 'Graph Database']"
Graph Database,9ce948246c918e2c1846c3fc76d3e1c9ab1b0c2a,Graph Database for Recipe Recommendations,https://www.semanticscholar.org/paper/9ce948246c918e2c1846c3fc76d3e1c9ab1b0c2a,Conference,"Graph databases represent a paradigm shift from relational databases with a strong support for “ relationships”. As compared to relational databases which compute relationships at runtime, graph databases persist relationships for fast querying and data retrieval. This work presents a recipe recommender as a graph database, Neo4j application. Given any set of ingredients, this application recommends a variety of recipes with the help of a data set containing thousands of ingredients. Further based on availability of ingredients with a user, this application helps discover the list of possible dishes with these ingredients. In order to implement this application, ingredients and recipes have been crawled from cookery based websites using Python scripts. The crawled data has been inserted into the Neo4j database and subsequently inter-relationships between ingredients and recipes nodes have been analyzed. Execution of self designed queries has verified the time-efficiency of the proposed approach.",2018,4,,"[82008243.0, 150281558.0, 3357166.0, 2081215.0]",82008243.0,Podgorica,3,"[1753210.0, 40071013.0, 49627183.0]",Y,"['A temporal clustering model and a DCNN decoder are applied on the encoded representations and jointly trained.', 'This paper shows an observation of “super-convergence” when training resnet with cyclical learning rates but does not provide conclusive analysis or experiment results.', 'PSNR is evaluated on predicted frames -- PSNR does not appear to be explicitly defined but I am taking it to be the metric defined in the 2nd paragraph from the bottom on page 7.  The new model ""EEN"" is compared to a deterministic model and conditional GAN.  The GAN never seems to perform well -- the authors claim mode collapse, but I wonder if the GAN was simply hard to train in the first place and this is the key reason?']","2018 7th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",7.0,,"['ingredients', 'application', 'graph', 'graph database', 'Graph Database']"
Graph Database,ce51eff5b529ee572dab1c1f38f20adc8e89bab2,System G Distributed Graph Database,https://www.semanticscholar.org/paper/ce51eff5b529ee572dab1c1f38f20adc8e89bab2,JournalArticle,"Motivated by the need to extract knowledge and value frominterconnected data, graph analytics on big data is a veryactive area of research in both industry and academia. Tosupport graph analytics efficiently a large number of in mem-ory graph libraries, graph processing systems and graphdatabases have emerged. Projects in each of these cate-gories focus on particular aspects such as static versus dy-namic graphs, off line versus on line processing, small versuslarge graphs, etc.While there has been much advance in graph processingin the past decades, there is still a need for a fast graph pro-cessing, using a cluster of machines with distributed storage.In this paper, we discuss a novel distributed graph databasecalled System G designed for efficient graph data storage andprocessing on modern computing architectures. In particu-lar we describe a single node graph database and a runtimeand communication layer that allows us to compose a dis-tributed graph database from multiple single node instances.From various industry requirements, we find that fast inser-tions and large volume concurrent queries are critical partsof the graph databases and we optimize our database forsuch features. We experimentally show the efficiency ofSystem G for storing data and processing graph queries onstate-of-the-art platforms.",2018,4,abs/1802.03057,"[49573525.0, 2231831.0, 2108602524.0, 48239920.0, 2059069849.0, 3166546.0, 2108965391.0, 35638374.0]",49573525.0,San Marino,2,"[48919600.0, 1402912902.0]",Y,"['Finally, it might be interesting to initialize the convolutions in the shortcut connections with the identity, and check what they have leant at the end of the training.', 'This gives an ellipsoid decision boundary around the origin.']",,,arXiv.org,"['graph', 'data', 'database', 'graph database', 'Graph Database']"
Graph Database,bbb52447f2f38aad9613ba026f88b57637ffcbea,Towards FAIRer Biological Knowledge Networks Using a Hybrid Linked Data and Graph Database Approach,https://www.semanticscholar.org/paper/bbb52447f2f38aad9613ba026f88b57637ffcbea,JournalArticle,"Abstract The speed and accuracy of new scientific discoveries – be it by humans or artificial intelligence – depends on the quality of the underlying data and on the technology to connect, search and share the data efficiently. In recent years, we have seen the rise of graph databases and semi-formal data models such as knowledge graphs to facilitate software approaches to scientific discovery. These approaches extend work based on formalised models, such as the Semantic Web. In this paper, we present our developments to connect, search and share data about genome-scale knowledge networks (GSKN). We have developed a simple application ontology based on OWL/RDF with mappings to standard schemas. We are employing the ontology to power data access services like resolvable URIs, SPARQL endpoints, JSON-LD web APIs and Neo4j-based knowledge graphs. We demonstrate how the proposed ontology and graph databases considerably improve search and access to interoperable and reusable biological knowledge (i.e. the FAIRness data principles).",2018,20,15,"[2507242.0, 2117776059.0, 31590259.0, 1398327640.0]",2507242.0,Kiev,3,"[1750856.0, 50320297.0, 51235411.0]",Y,"['4. The localization performance of the proposed attention mechanism is evaluated by weakly-supervised semantic segmentation tasks.', 'It is nice to know the bounds given in the paper and to understand the theoretical conditions under which we can obtain running time benefits using corsets.', 'Following the design of the tandem blocks proposed in the paper, I wonder why the tandem block B3x3(2,w) was not included.']",,,Journal of Integrative Bioinformatics,"['data', 'knowledge', 'search', 'graph database', 'Graph Database']"
Graph Database,cf523942d56e90db182c5788845f6502da9a307d,3D Mapping Database Aided GNSS Based Collaborative Positioning Using Factor Graph Optimization,https://www.semanticscholar.org/paper/cf523942d56e90db182c5788845f6502da9a307d,JournalArticle,"The recent development in vehicle-to-everything (V2X) communication opens a new opportunity to improve the positioning performance of the road users. We explore the benefit of connecting the raw data of the global navigation satellite system (GNSS) from the agents. In urban areas, GNSS positioning is highly degraded due to signal blockage and reflection. 3D building model can play a major role in mitigating the GNSS multipath and non-line-of-sight (NLOS) effects. To combine the benefits of 3D models and V2X, we propose a novel 3D mapping aided (3DMA) GNSS-based collaborative positioning method that makes use of the available surrounding GNSS receivers’ measurements. By complementarily integrating the ray-tracing based 3DMA GNSS and the double difference technique, the random errors (such as multipath and NLOS) are mitigated while eliminating the systematic errors (such as atmospheric delay and satellite clock/orbit biases) between road user. To improve the accuracy and robustness of the collaborative algorithm, factor graph optimization (FGO) is employed to optimize the positioning solutions among agents. Multiple low-cost GNSS receivers are used to collect both static and dynamic data in Hong Kong and to evaluate the proposed algorithm by post-processing. We reduce the GNSS positioning error from over 30 meters to less than 10 meters for road users in a deep urban canyon.",2021,28,22,"[46266394.0, 1410897553.0, 41022905.0, 2631044.0]",46266394.0,Nicosia,2,"[2054289955.0, 2845020.0]",Y,"['Although this does not rule out angle bias in general, it does so for the very special case where the expected value of the random vector is a vector consisting of a common value.', 'An encoder is later trained to map real images into the space of latent codes for the generator, allowing the system to be applied to real image segmentation tasks.']",,,IEEE transactions on intelligent transportation systems (Print),"['gnss', 'road', '3d', 'graph database', 'Graph Database']"
Graph Database,2396dbcfe1f7f9dafc6696c3c06b16fd3029f7a0,Topology Modeling and Analysis of a Power Grid Network Using a Graph Database,https://www.semanticscholar.org/paper/2396dbcfe1f7f9dafc6696c3c06b16fd3029f7a0,JournalArticle,"We introduce a new method for storing, modeling, and analyzing power grid data. First, we present an architecture for building the network model for a power grid using the open source graph database Neo4j. Second, we design singleand multi-threading systems for initial energization analysis of the power grid network. We design the shortest path search function and conditional search function based on Neo4j. Finally, we compare the functionality and efficiency of our graph database with a traditional relational database in system initial energization analysis and the shortest path function problems on small to large data sets. The results demonstrate the efficiency and effectiveness of topology modeling and analysis using graph database for a power grid network.",2017,14,10,"[2204964.0, 3256994.0, 121865955.0, 2145308743.0, 2064971594.0, 143627522.0]",2204964.0,Helsinki,2,"[35208858.0, 1775620.0]",Y,"['Cooperative multi-agent problem solving is an important problem in machine learning, artificial intelligence, and cognitive science.', 'Flexible muscle-based locomotion for bipedal creatures.']",,,International Journal of Computational Intelligence Systems,"['power', 'grid', 'database', 'graph database', 'Graph Database']"
Graph Database,fb8e253b8b0358a7b95ddc9ac4c74f93513a9c53,GeaBase: A High-Performance Distributed Graph Database for Industry-Scale Applications,https://www.semanticscholar.org/paper/fb8e253b8b0358a7b95ddc9ac4c74f93513a9c53,Conference,"Graph analytics have been gaining tractions rapidly in the past few years. It has a wide array of application areas in the industry, ranging from e-commerce, social network and recommendation systems to fraud detection and virtually any problem that requires insights into data connections, not just data itself. In this paper, we present GeaBase, a new distributed graph database that provides the capability to store and analyze graph-structured data in real-time at massive scale. We describe the details of the system and the implementation, including a novel update architecture, called Update Center (UC), and a new language that is suitable for both graph traversal and analytics. We also compare the performance of GeaBase to a widely used open-source graph database Titan. Experiments show that GeaBase is up to 182x faster than Titan in our testing scenarios. We also achieves 22x higher throughput on social network workloads in the comparison.",2017,12,,"[2677700.0, 7806657.0, 3358986.0, 1943322867.0, 2144151933.0, 2108966388.0, 2114147314.0, 24812041.0, 2218569240.0]",2677700.0,San Marino,2,"[46175739.0, 2065041692.0]",Y,"['4. The localization performance of the proposed attention mechanism is evaluated by weakly-supervised semantic segmentation tasks.', 'The authors do provide a novel formulation and demonstrate the gains on a variety of concrete problems taken form the literature.']",International Conference on Advanced Cloud and Big Data,17.0,,"['graph', 'data', 'geabase', 'graph database', 'Graph Database']"
Graph Database,7676c02ea839ff1ceb6e5e1427c42bc45e169bde,The Spatio-Temporal Data Modeling and Application Based on Graph Database,https://www.semanticscholar.org/paper/7676c02ea839ff1ceb6e5e1427c42bc45e169bde,Conference,"Traditional spatio-temporal data model (STDM) is based on relational database, it is hard to convert problem domain model to relational model, which result in complicated query and low expansibility. In this regard, we propose the spatio-temporal data model based on graph database. The data model integrates TGIS's three key elements: space, time and attributes, and expressed spatio-temporal characteristics of TGIS explicitly. Finally, this paper gives a particular description of logistics distribution route optimization. Experimental results show that the model is proved to be appropriate for expressing the spatio-temporal process of world.",2017,9,,"[8507683.0, 2145295170.0, 2145734797.0, 2053831005.0, 48152160.0]",8507683.0,Sarajevo,2,"[1410127739.0, 2120664.0]",Y,"['Originality and Significance:  The area of relation extraction seems to me to be very important and probably a bit less intensively worked on that it should be.', 'Firstly, the paper has a fatal mathematical flaw.']",International Conference on Information Science and Control Engineering,4.0,,"['model', 'data', 'database', 'graph database', 'Graph Database']"
Graph Database,704011527f183b561ea6a75b21e4cefe5aa77fca,Book recommendation using Neo4j graph database in BibTeX book metadata,https://www.semanticscholar.org/paper/704011527f183b561ea6a75b21e4cefe5aa77fca,Conference,"In digital era, book has an important role in life. There are not only a lot of books for different purpose. But also, there are many book metadata which can use for another reason, such as book recommendation. By processing the book metadata, an information can be given to user that needs book recommendation. By combining BibTeX book metadata and Graph Database from Neo4j, data from metadata can be processed. Then, with cypher query by inputting author's parameter or book type's parameter, user can get book recommendation based on their input's criteria. The result is exactly the same with process the metadata manually in relational database. Neo4j, from this paper, takes 180 milliseconds to execute cypher query with author's criteria and takes 184 milliseconds to execute cypher query with book type's criteria.",2017,11,,"[121066428.0, 2803317.0]",121066428.0,Nicosia,3,"[2138053020.0, 1628391446.0, 150341221.0]",Y,"['In section 4, authors claim that their results are competitive with the best published results for a similar number of parameters.', 'Their abstract also claims to utilize a convex programming formulation.', 'The details of their proposed method are covered in Algorithm 1 on Page 12, where an additional GAN (generative adversarial network) I_{\\gamma}, which can be regarded as the inverse function of the original GAN G_{\\theta}, is trained to learn a map from the original input data space to the latent z-space.']",International Conference on Science in Information Technology,3.0,,"['book', 'metadata', 'recommendation', 'graph database', 'Graph Database']"
Graph Database,78b2d392ebb100a220ceab6529d26909b27eaa32,"From Relational Database to Big Data: Converting Relational to Graph Database, MOOC Database as Example",https://www.semanticscholar.org/paper/78b2d392ebb100a220ceab6529d26909b27eaa32,JournalArticle,"Existing graph database management systems provide an efficient solution to data storage where graph models are widely used, the conversion of an existing application from a relational to graph data can be convenient but it is usually a hard task for database administrators. In this work, we propose a conversion tool from a relational to graph database. The approach supports the conversion of the schema and the data.",2017,5,8,"[2981793.0, 1596123047.0, 1596120258.0, 1732949.0]",2981793.0,Belgrade,3,"[144385184.0, 36460588.0, 1802817.0]",Y,"['Preference elicitation and inverse reinforcement learning.', 'Is the implicit assumption that for real, high-dimensional data the generator and data manifolds will *never* overlap?', 'In my first reading of the paper, I felt that the baselines in the experiments are too primitive.']",,,J. Ubiquitous Syst. Pervasive Networks,"['graph', 'database', 'data', 'graph database', 'Graph Database']"
Graph Database,b889b1d6944213bc2ca29e3ad07ee65ede20892d,An X10-Based Distributed Streaming Graph Database Engine,https://www.semanticscholar.org/paper/b889b1d6944213bc2ca29e3ad07ee65ede20892d,Conference,"Streaming graph data mining has become a significant issue in high performance graph mining due to the increasing appearance of graph data sets as streams. In this paper we propose Acacia-Stream which is a scalable distributed streaming graph database engine developed with X10 programming language. Graph streams are partitioned using a streaming graph partitioner algorithm in Acacia-Stream and streaming graph processing queries are run on the graph streams. The partitioned data sets are persisted on secondary storage across X10 places. We investigate on the use of three different streaming graph partitioner algorithms called hash, Linear Deterministic Greedy, and Fennel algorithms and report their performance. Furthermore, to demonstrate Acacia-Stream's streaming graph processing capabilities we implement streaming triangle counting with Acacia-Stream. We present performance results gathered from Acacia-Stream with different large scale streaming data sets in both horizontal and vertical scalability experiments. Furthermore, we compare streaming graph loading performance of Acacia-Stream with Neo4j and Oracle's PGX graph database servers. From these experiments we observed that Acacia-Stream's Fennel partitioner based graph uploader can upload a 948MB rmat22 graph in 1283.42 seconds which is 38% faster than PGX graph database server and 12.8 times faster than Neo4j database server. Acacia-Stream's Streaming Partitioner's batch size adjustments based optimizations reduced the time used by the network communications almost by half.",2017,4,,"[2741023.0, 35709316.0, 35433878.0, 49627183.0, 35367497.0, 1971912.0, 2231831.0]",2741023.0,Stockholm,3,"[2125957.0, 153693432.0, 1500655986.0]",Y,"['Since any CoffeeScript programs can be compiled into the corresponding Javascript programs, we should assume that CoffeeScript is the only subset of Javascript (without physical difference of syntax), and this translation task may never capture the whole tendency of Javascript.', 'The fact that the proposed technique is simple yet yields such speedups is encouraging.', '1. The authors tested out this new activation function on RNNs.']",International Conference on High Performance Computing,24.0,,"['graph', 'acaciastream', 'data', 'graph database', 'Graph Database']"
Graph Database,aa6c2afadd660fe4efbac699f7854e8f6f240c38,GenCoNet – A Graph Database for the Analysis of Comorbidities by Gene Networks,https://www.semanticscholar.org/paper/aa6c2afadd660fe4efbac699f7854e8f6f240c38,JournalArticle,"Abstract The prevalence of comorbid diseases poses a major health issue for millions of people worldwide and an enormous socio-economic burden for society. The molecular mechanisms for the development of comorbidities need to be investigated. For this purpose, a workflow system was developed to aggregate data on biomedical entities from heterogeneous data sources. The process of integrating and merging all data sources of the workflow system was implemented as a semi-automatic pipeline that provides the import, fusion, and analysis of the highly connected biomedical data in a Neo4j database GenCoNet. As a starting point, data on the common comorbid diseases essential hypertension and bronchial asthma was integrated. GenCoNet (https://genconet.kalis-amts.de) is a curated database that provides a better understanding of hereditary bases of comorbidities.",2018,9,15,"[38421496.0, 2040118.0, 4373076.0, 144294520.0, 2080135160.0, 2513276.0, 144649232.0, 144098801.0]",38421496.0,Lisbon,2,"[51172373.0, 41211459.0]",Y,"['The value for a bin is the (normalized) number of nodes falling into the corresponding region.', ""This paper presents a nice idea, and I'm sure that with some polish it will become a very nice conference submission.""]",,,Journal of Integrative Bioinformatics,"['data', 'comorbid', 'diseases', 'graph database', 'Graph Database']"
Data Management,8dd0c1e955c66092ff951941a151336211e6e171,PhyloSuite: An integrated and scalable desktop platform for streamlined molecular sequence data management and evolutionary phylogenetics studies,https://www.semanticscholar.org/paper/8dd0c1e955c66092ff951941a151336211e6e171,JournalArticle,"Multigene and genomic data sets have become commonplace in the field of phylogenetics, but many existing tools are not designed for such data sets, which often makes the analysis time‐consuming and tedious. Here, we present PhyloSuite, a (cross‐platform, open‐source, stand‐alone Python graphical user interface) user‐friendly workflow desktop platform dedicated to streamlining molecular sequence data management and evolutionary phylogenetics studies. It uses a plugin‐based system that integrates several phylogenetic and bioinformatic tools, thereby streamlining the entire procedure, from data acquisition to phylogenetic tree annotation (in combination with iTOL). It has the following features: (a) point‐and‐click and drag‐and‐drop graphical user interface; (b) a workplace to manage and organize molecular sequence data and results of analyses; (c) GenBank entry extraction and comparative statistics; and (d) a phylogenetic workflow with batch processing capability, comprising sequence alignment (mafft and macse), alignment optimization (trimAl, HmmCleaner and Gblocks), data set concatenation, best partitioning scheme and best evolutionary model selection (PartitionFinder and modelfinder), and phylogenetic inference (MrBayes and iq‐tree). PhyloSuite is designed for both beginners and experienced researchers, allowing the former to quick‐start their way into phylogenetic analysis, and the latter to conduct, store and manage their work in a streamlined way, and spend more time investigating scientific questions instead of wasting it on transferring files from one software program to another.",2019,1581,20,"[113087456.0, 3817732.0, 5989466.0, 2286418480.0, 2108930648.0, 2109050852.0, 150116413.0]",113087456.0,Vilnius,3,"[1633124736.0, 153329056.0, 1698925.0]",Y,"['Also, I would prefer a longer, descriptive and informative label to make the figure as self-explained as possible.', 'For inference only, other works has more to offer but this is a promising technique for learning.', 'The main novelty in this paper is that it uses the label as a third view of a multi-view model and make use of cross moments.']",,,Molecular Ecology Resources,"['data', 'sequence', 'sets', 'data management', 'Data Management']"
