authorId,name,Affiliations,Affiliation_type
143945447,Julien Launay,The Australian National University,university
143797846,Alexander Wei,Walgreens Boots Alliance,company
3033269,Nika Haghtalab,Comcast,company
5164568,J. Steinhardt,Kroger,company
46698300,Ji Lin,Harvard University,university
2214687479,Jiaming Tang,Pfizer,company
150127950,Haotian Tang,ExxonMobil,company
2202210853,Shang Yang,Kyoto University,university
2219266839,Xingyu Dang,University of Oxford,university
2115659426,Song Han,Valero Energy,company
2138715050,J. Zamfirescu-Pereira,Johns Hopkins University,university
9063054,Richmond Y. Wong,New York University (NYU),university
2200271412,Bjoern Hartmann,General Motors,company
152290618,Qiang Yang,Université PSL,university
145306564,B. Liu,The University of Manchester,university
48751979,Yuqian Jiang,Home Depot,company
2682457,Xiaohan Zhang,University of Pennsylvania,university
2155193246,Qian Liu,"Nanyang Technological University, Singapore (NTU)",university
40295359,Shiqi Zhang,Stanford University,university
3045593,Joydeep Biswas,EPFL,university
2113909888,Peter Stone,Humana,company
1777934740,Qingyun Wu,The University of New South Wales (UNSW Sydney),university
33340656,Gagan Bansal,Fannie Mae,company
47540245,Jieyu Zhang,Fannie Mae,company
2115853457,Yiran Wu,State Farm Insurance,company
2116579935,Shaokun Zhang,"Nanyang Technological University, Singapore (NTU)",university
3055912,Erkang Zhu,Imperial College London,university
3369602,Beibin Li,General Electric,company
2231868268,Li Jiang,New York University (NYU),university
2232024704,Xiaoyun Zhang,ExxonMobil,company
2116627318,Chi Wang,PepsiCo Beverages,company
1957924118,Shengqiong Wu,Walgreens Boots Alliance,company
2142672912,Hao Fei,ETH Zurich - Swiss Federal Institute of Technology,university
1990265392,Leigang Qu,Columbia University,university
144540018,Wei Ji,Chevron,company
144078686,Tat-Seng Chua,McGill University,university
2209385653,Kai Greshake,UnitedHealth Group,company
1383113350,Sahar Abdelnabi,Peking University,university
2112134932,Shailesh Mishra,Kroger,company
93808977,C. Endres,The Australian National University,university
144227650,Thorsten Holz,AT&T,company
1739548,Mario Fritz,Kroger,company
3239480,Tim Dettmers,AmerisourceBergen,company
35084211,M. Lewis,Columbia University,university
2037496520,Younes Belkada,Marathon Petroleum,company
1982950,Luke Zettlemoyer,The University of Edinburgh,university
1746466,A. Azaria,General Electric,company
144135485,Tom M. Mitchell,Delft University of Technology,university
2153627626,Yi Liu,Alphabet,company
73776889,Gelei Deng,Intel,company
22799258,Yuekang Li,The University of Manchester,university
3088630,Kailong Wang,AT&T,company
2146331573,Tianwei Zhang,The University of Manchester,university
39584070,Yepang Liu,Home Depot,company
51225422,Haoyu Wang,The Chinese University of Hong Kong (CUHK),university
2124949853,Yanhong Zheng,CVS Health,company
2152798056,Yang Liu,Ford Motor,company
2151547817,Chi-Min Chan,JPMorgan Chase,company
2109136284,Weize Chen,Kroger,company
48576745,Yusheng Su,McKesson,company
2231240312,Jianxuan Yu,Lowe's,company
2195745651,Wei Xue,Cornell University,university
2222862479,Shan Zhang,University of Cambridge,university
2215497308,Jie Fu,The Chinese University of Hong Kong (CUHK),university
15532066,Xinyin Ma,Lowe's,company
150110431,Gongfan Fang,"Nanyang Technological University, Singapore (NTU)",university
48631088,Xinchao Wang,University of Chicago,university
2082426870,Chenyang Lyu,California Institute of Technology (Caltech),university
2145209409,Minghao Wu,The University of Queensland,university
1800190,Longyue Wang,Delft University of Technology,university
14799547,Xinting Huang,Princeton University,university
47655790,Bingshuai Liu,PepsiCo Beverages,company
2112455515,Zefeng Du,Johns Hopkins University,university
2072684668,Shuming Shi,"University of California, Berkeley (UCB)",university
2909321,Zhaopeng Tu,University of Michigan-Ann Arbor,university
1557412457,Zhiqiang Hu,Elevance Health,company
2150277971,Yihuai Lan,Meta Platforms,company
145131956,Lei Wang,Walmart,company
2143418409,Wanyu Xu,Northwestern University,university
2212836814,Ee-Peng Lim,Fannie Mae,company
38656724,R. Lee,Fudan University,university
1996394,Lidong Bing,Kroger,company
1746416,Soujanya Poria,Technical University of Munich,university
3239480,Tim Dettmers,Valero Energy,company
2219555303,Ruslan Svirschevski,Fudan University,university
52257721,Vage Egiazarian,ETH Zurich - Swiss Federal Institute of Technology,university
2006108901,Denis Kuznedelev,UCL,university
1502248377,Elias Frantar,ExxonMobil,company
9543395,Saleh Ashkboos,Chevron,company
2113838061,Alexander Borzunov,National University of Singapore (NUS),university
1713648,T. Hoefler,IBM,company
3311387,Dan Alistarh,AmerisourceBergen,company
32528506,Deepanway Ghosal,The University of New South Wales (UNSW Sydney),university
35122767,Navonil Majumder,Alphabet,company
3391951,Ambuj Mehrish,General Electric,company
1746416,Soujanya Poria,Bank of America,company
49102717,Feilong Chen,ETH Zurich - Swiss Federal Institute of Technology,university
49835220,Minglun Han,General Electric,company
2112675689,Haozhi Zhao,Walmart,company
2120251897,Qingyang Zhang,The University of Melbourne,university
145458655,Jing Shi,University of British Columbia,university
2111044238,Shuang Xu,Peking University,university
145764891,Bo Xu,Princeton University,university
2109370860,Zechun Liu,Microsoft,company
9185192,Barlas Oğuz,The Australian National University,university
2112729504,Changsheng Zhao,Bank of America,company
48025720,Ernie Chang,University of Oxford,university
37502184,Pierre Stock,Monash University,university
2121361882,Yashar Mehdad,"University of California, Berkeley (UCB)",university
152345059,Yangyang Shi,Costco Wholesale,company
2065915235,Raghuraman Krishnamoorthi,Imperial College London,university
144137037,Vikas Chandra,The University of Hong Kong,university
2057059798,Ruixiang Tang,Dell Technologies,company
27615982,Yu-Neng Chuang,Elevance Health,company
2211469173,Xia Hu,General Motors,company
2197076899,Dongfu Jiang,The University of Melbourne,university
1384550891,Xiang Ren,Berkshire Hathaway,company
51583409,Bill Yuchen Lin,Phillips 66,company
2108024273,Yidong Wang,Humana,company
2164113313,Zhuohao Yu,The Chinese University of Hong Kong (CUHK),university
1557363420,Zhengran Zeng,Princeton University,university
2145500840,Linyi Yang,Phillips 66,company
35504092,Cunxiang Wang,University of Pennsylvania,university
2051536212,Hao Chen,Apple,company
1657285750,Chaoya Jiang,Columbia University,university
2143721734,Rui Xie,University of Cambridge,university
1519290245,Jindong Wang,Université PSL,university
1576441343,Xingxu Xie,Home Depot,company
145235149,Wei Ye,Alphabet,company
2145403564,Shi-Bo Zhang,The London School of Economics and Political Science (LSE),university
2211964951,Yue Zhang,Monash University,university
2054733874,Long Lian,University of Oxford,university
2132473300,Boyi Li,General Motors,company
3383328,Adam Yala,University of Chicago,university
1753210,Trevor Darrell,Stanford University,university
2254096428,Ming Jin,Target,company
2255363760,Shiyu Wang,Stanford University,university
2253908414,Lintao Ma,ExxonMobil,company
2237992280,Zhixuan Chu,Marathon Petroleum,company
2253786576,James Y. Zhang,Cardinal Health,company
2119204984,X. Shi,Yale University,university
2254173316,Pin-Yu Chen,AT&T,company
2253824408,Yuxuan Liang,Amazon,company
2256011160,Yuan-Fang Li,CVS Health,company
2254047333,Shirui Pan,"University of California, Los Angeles (UCLA)",university
2253561592,Qingsong Wen,The Australian National University,university
2154630502,Jiaming Ji,PepsiCo Beverages,company
2210950163,Mickel Liu,Kyoto University,university
14548852,Juntao Dai,Delft University of Technology,university
2190800297,Xuehai Pan,New York University (NYU),university
2221446410,Chi Zhang,University of Pennsylvania,university
2221566410,Ce Bian,University of Toronto,university
2217316509,Ruiyang Sun,Université PSL,university
47796324,Yaodong Yang,Valero Energy,company
1381888874,I. Alberts,Procter & Gamble,company
101774352,L. Mercolli,Procter & Gamble,company
3191443,T. Pyka,Université PSL,university
47816277,G. Prenosil,Procter & Gamble,company
2122045,Kuangyu Shi,UPS,company
1827050,A. Rominger,Yale University,university
1399668451,A. Afshar-Oromieh,Valero Energy,company
1720763480,Xupeng Miao,Berkshire Hathaway,company
2638632,G. Oliaro,General Motors,company
2185953295,Zhihao Zhang,State Farm Insurance,company
2217941981,Xinhao Cheng,Chevron,company
2188983263,Zeyu Wang,King's College London,university
2217487123,Rae Ying Yee Wong,Phillips 66,company
2111498904,Zhuoming Chen,Phillips 66,company
1389546686,Daiyaan Arfeen,General Motors,company
2217683047,Reyna Abhyankar,The University of New South Wales (UNSW Sydney),university
2072782550,Zhihao Jia,Delft University of Technology,university
150147382,Jiaming Han,Technical University of Munich,university
2115713503,Renrui Zhang,Kroger,company
1485702259,Wenqi Shao,Peking University,university
144740494,Peng Gao,Stanford University,university
2153917002,Peng Xu,PepsiCo Beverages,company
2238398546,Han Xiao,The University of Tokyo,university
3393556,Kaipeng Zhang,Johnson & Johnson,company
2238219059,Chris Liu,Monash University,university
2238210433,Song Wen,Columbia University,university
2237599228,Ziyu Guo,The Chinese University of Hong Kong (CUHK),university
2238395310,Xudong Lu,The University of Hong Kong,university
2204576896,Shuai Ren,General Motors,company
2125957,Yafei Wen,The University of Sydney,university
2238219937,Xiaoxin Chen,Meta Platforms,company
27577617,Xiangyu Yue,Microsoft,company
49404547,Hongsheng Li,Walmart,company
2059129841,Y. Qiao,UCL,university
153223021,Alec Helbling,Verizon Communications,company
2133413904,Mansi Phute,"University of California, Los Angeles (UCLA)",university
2070368863,Matthew Hull,Verizon Communications,company
1793506,Duen Horng Chau,Phillips 66,company
31910622,Aounon Kumar,University of Oxford,university
40228633,Chirag Agarwal,The University of Tokyo,university
2822290,Suraj Srinivas,Cigna,company
34389431,S. Feizi,Cornell University,university
1892673,Himabindu Lakkaraju,Dell Technologies,company
2237599228,Ziyu Guo,Tsinghua University,university
2115713503,Renrui Zhang,"University of California, Los Angeles (UCLA)",university
2237590429,Xiangyang Zhu,The Australian National University,university
2193267071,Yiwen Tang,Procter & Gamble,company
1387903470,Xianzheng Ma,"Nanyang Technological University, Singapore (NTU)",university
150147382,Jiaming Han,Institut Polytechnique de Paris,university
32811782,Ke Chen,Tsinghua University,university
144740494,Peng Gao,The University of Queensland,university
2237583550,Xianzhi Li,State Farm Insurance,company
49404547,Hongsheng Li,The University of Tokyo,university
1714602,P. Heng,UnitedHealth Group,company
151261268,Yining Hong,Elevance Health,company
2226286961,Haoyu Zhen,Fannie Mae,company
2158502526,Peihao Chen,Berkshire Hathaway,company
9696154,Shuhong Zheng,University of Chicago,university
15394275,Yilun Du,State Farm Insurance,company
2111329651,Zhenfang Chen,Target,company
2056157586,Chuang Gan,The London School of Economics and Political Science (LSE),university
2223887365,Zhiwei Liu,UCL,university
2087699735,Weiran Yao,The University of Tokyo,university
2108313930,Jianguo Zhang,Monash University,university
2147380988,Le Xue,Costco Wholesale,company
71926704,Shelby Heinecke,Microsoft,company
2223748790,Rithesh Murthy,New York University (NYU),university
22758695,Yihao Feng,Home Depot,company
5478513,Zeyuan Chen,Alphabet,company
9200530,Juan Carlos Niebles,Target,company
2309967,Devansh Arpit,CVS Health,company
2115800155,Ran Xu,MetLife,company
2122258484,P. Mùi,Intel,company
46507194,Haiquan Wang,University of Oxford,university
2054594326,Caiming Xiong,Johnson & Johnson,company
1702137,S. Savarese,Alphabet,company
2150655891,Ming Li,Lowe's,company
2144289768,Yong Zhang,Citigroup,company
2111336489,Zhitao Li,The University of Melbourne,university
1391200710,Jiuhai Chen,Microsoft,company
2108451006,Lichang Chen,Humana,company
145292435,Ning Cheng,The Australian National University,university
66063851,Jianzong Wang,Ford Motor,company
2213956781,Tianyi Zhou,The University of Edinburgh,university
91353860,Jing Xiao,EPFL,university
49871029,Kai Sun,Cornell University,university
15574937,Y. Xu,Zhejiang University,university
47291370,Hanwen Zha,Massachusetts Institute of Technology (MIT) ,university
2229372676,Yue Liu,Microsoft,company
2152050780,Xinhsuai Dong,University of Cambridge,university
2237440339,Yashar Talebirad,Johnson & Johnson,company
2163313042,Amirhossein Nadiri,CVS Health,company
2149970173,Lianmin Zheng,ETH Zurich - Swiss Federal Institute of Technology,university
2537924,Wei-Lin Chiang,AmerisourceBergen,company
2209360681,Ying Sheng,Berkshire Hathaway,company
2243906678,Tianle Li,Columbia University,university
92721493,Siyuan Zhuang,Fannie Mae,company
1390573666,Zhanghao Wu,Kroger,company
2152482391,Yonghao Zhuang,Institut Polytechnique de Paris,university
2141335450,Zhuohan Li,Harvard University,university
143872641,Zi Lin,Intel,company
2243336934,Eric P. Xing,Monash University,university
49988044,Joseph E. Gonzalez,University of Toronto,university
2055174324,Ion Stoica,National University of Singapore (NUS),university
145140331,Haotong Zhang,Centene,company
49468918,Xinghua Zhang,Johns Hopkins University,university
48613402,Yu Bowen,Peking University,university
46493167,Haiyang Yu,"University of California, Los Angeles (UCLA)",university
2152168936,Yangyu Lv,Imperial College London,university
121698165,Tingwen Liu,The University of New South Wales (UNSW Sydney),university
143857288,Fei Huang,Cornell University,university
46485352,Hongbo Xu,Fannie Mae,company
1527090216,Yongbin Li,Archer Daniels Midland,company
95329799,Yunfan Shao,Cornell University,university
2107897400,Linyang Li,Meta Platforms,company
2087363104,Junqi Dai,AmerisourceBergen,company
2258552414,Xipeng Qiu,California Institute of Technology (Caltech),university
2254166618,Qingyun Wu,University of Oxford,university
2253477657,Gagan Bansal,FedEx,company
2255209795,Jieyu Zhang,Kroger,company
2115853457,Yiran Wu,Amazon,company
2253991395,Beibin Li,UCL,university
2253476816,Erkang Zhu,IBM,company
2231868268,Li Jiang,Technical University of Munich,university
2232024704,Xiaoyun Zhang,University of Toronto,university
2116579935,Shaokun Zhang,National University of Singapore (NUS),university
2253854104,Jiale Liu,Ford Motor,company
2072795428,A. Awadallah,Amazon,company
2253456955,Ryen W White,Citigroup,company
2253475466,Doug Burger,Cornell University,university
2256289554,Chi Wang,General Motors,company
2231783956,W. Hu,University of Chicago,university
48615440,Y. Xu,ExxonMobil,company
89843190,Y. Li,"University of California, Los Angeles (UCLA)",university
1956819,W. Li,Verizon Communications,company
8157619,Z. Chen,Elevance Health,company
91444480,Z. Tu,The University of Hong Kong,university
2065277797,Hakan Inan,The University of Manchester,university
17097160,K. Upasani,UPS,company
2273682220,Jianfeng Chi,Chevron,company
150282885,Rashi Rungta,Valero Energy,company
2273645788,Krithika Iyer,Humana,company
2272672481,Yuning Mao,General Motors,company
2273645419,Michael Tontchev,The University of Tokyo,university
2273679997,Qing Hu,Procter & Gamble,company
2223748737,Brian Fuller,Procter & Gamble,company
2273657478,Davide Testuggine,Citigroup,company
2072010,Madian Khabsa,PepsiCo Beverages,company
2110746972,Yiming Tan,Comcast,company
2211478907,Dehai Min,Walmart,company
47002721,Y. Li,The Chinese University of Hong Kong (CUHK),university
2211591472,Wenbo Li,Northwestern University,university
2154445064,Nan Hu,Delft University of Technology,university
2109245569,Yongrui Chen,Technical University of Munich,university
1730054,G. Qi,Procter & Gamble,company
2683016,Benjamin Spector,Columbia University,university
82614785,Christal Re,Zhejiang University,university
2136104377,Andrew Zhao,Columbia University,university
46307329,Daniel Huang,Dell Technologies,company
2232847317,Quentin Xu,General Electric,company
2036238525,Matthieu Lin,The University of Queensland,university
1679704,Y. Liu,Institut Polytechnique de Paris,university
2115218570,Gao Huang,Verizon Communications,company
1492047220,Shuyin OuYang,Université PSL,university
51250527,J Zhang,Humana,company
145836176,M. Harman,University of Michigan-Ann Arbor,university
2146058962,Meng Wang,Cigna,company
143695559,Yu Cao,The University of Edinburgh,university
2110924166,Lu Lin,General Motors,company
7557913,Jinghui Chen,Imperial College London,university
2223551699,Michael Sheinman Orenstrakh,Kyoto University,university
8722618,Oscar Karnalim,The London School of Economics and Political Science (LSE),university
153842213,C. Suárez,Costco Wholesale,company
1397294204,Michael Liut,The London School of Economics and Political Science (LSE),university
1604963563,Yupei Liu,Dell Technologies,company
2260844526,Yuqi Jia,Apple,company
2260340372,Runpeng Geng,Princeton University,university
2257508100,Jinyuan Jia,MetLife,company
144516687,N. Gong,Dell Technologies,company
2796756,Traian Rebedea,Microsoft,company
2137374228,R. Dinu,University of British Columbia,university
1602996186,Makesh Narsimhan Sreedhar,Dell Technologies,company
2258715782,Christopher Parisien,Cornell University,university
2258785611,Jonathan Cohen,FedEx,company
47947548,Raphael Schumann,Walmart,company
51439692,Wanrong Zhu,Harvard University,university
2168285733,Weixi Feng,King's College London,university
41020222,Tsu-Jui Fu,Johns Hopkins University,university
3289329,S. Riezler,Yale University,university
1682479,William Yang Wang,California Institute of Technology (Caltech),university
144102247,Chenxi Sun,Fudan University,university
2110479359,Yaliang Li,Bank of America,company
2115263944,Hongyan Li,Wells Fargo,company
2317297,linda Qiao,Peking University,university
2188861830,Hao Wen,Cigna,company
2144416765,Yuanchun Li,Tsinghua University,university
2235520970,Guohong Liu,Kyoto University,university
92736469,Shanhui Zhao,Intel,company
2256865742,Tao Yu,UnitedHealth Group,company
34997918,Toby Jia-Jun Li,Ford Motor,company
2170664295,Shiqi Jiang,Kroger,company
2235192744,Yunhao Liu,Dell Technologies,company
2108201285,Yaqin Zhang,Amazon,company
2161440197,Yunxin Liu,ExxonMobil,company
2163546329,Canyu Chen,University of Chicago,university
145800151,Kai Shu,Berkshire Hathaway,company
8103389,Yuchen Zhuang,The University of Sydney,university
1633124736,Yue Yu,JPMorgan Chase,company
2119044211,Kuan Wang,Delft University of Technology,university
2118180896,Haotian Sun,Johns Hopkins University,university
145657504,Chao Zhang,Target,company
1557269413,Yen-Ting Lin,AT&T,company
1725643,Yun-Nung (Vivian) Chen,Elevance Health,company
1724648481,Oscar Sainz,The University of Tokyo,university
1602998334,Jon Ander Campos,Chevron,company
1453724884,Iker García-Ferrero,Cigna,company
2226458991,Julen Etxaniz,Institut Polytechnique de Paris,university
2251043402,Oier Lopez de Lacalle,Wells Fargo,company
2064112151,Eneko Agirre,The Australian National University,university
153409139,Chan Hee Song,General Motors,company
2110410087,Jiaman Wu,The University of Sydney,university
2158995823,Clay Washington,California Institute of Technology (Caltech),university
2137028350,Brian M. Sadler,McKesson,company
2113951006,Wei-Lun Chao,The University of Manchester,university
1758652,Yu Su,State Farm Insurance,company
1398372702,Keivan Alizadeh-Vahid,The University of Tokyo,university
2256998308,Iman Mirzadeh,McKesson,company
2275238488,Dmitry Belenko,Wells Fargo,company
1397475144,Karen Khatamifard,Dell Technologies,company
2237803694,Minsik Cho,Home Depot,company
2237799101,C. C. D. Mundo,Walmart,company
32371083,Mohammad Rastegari,"University of California, Berkeley (UCB)",university
1682124,Mehrdad Farajtabar,Elevance Health,company
1830383266,Jiongnan Liu,FedEx,company
4376097,Jiajie Jin,Costco Wholesale,company
2243360876,Zihan Wang,UnitedHealth Group,company
2219726925,Jiehan Cheng,AmerisourceBergen,company
1897235,Zhicheng Dou,The University of Queensland,university
153693432,Ji-rong Wen,Walgreens Boots Alliance,company
2265383494,Kun Zhou,Cornell University,university
1900406,Yutao Zhu,IBM,company
2256558402,Zhipeng Chen,Verizon Communications,company
2265461972,Wentong Chen,The University of Tokyo,university
2257376413,Wayne Xin Zhao,New York University (NYU),university
2265519430,Xu Chen,Monash University,university
2257310922,Yankai Lin,Fudan University,university
2186578511,Ji-Rong Wen,Costco Wholesale,company
2161986932,Jiawei Han,Phillips 66,company
2253784578,Jintian Zhang,Seoul National University,university
2152775219,Xin Xu,UCL,university
2253472695,Shumin Deng,Meta Platforms,company
2165227666,Yixin Wan,Fannie Mae,company
2258548444,George Pu,Johnson & Johnson,company
2261454711,Jiao Sun,Berkshire Hathaway,company
31099365,Aparna Garimella,Walgreens Boots Alliance,company
2257127887,Kai-wei Chang,UCL,university
2256996328,Nanyun Peng,Humana,company
2117942065,Zijun Liu,Elevance Health,company
2121290295,Yanzhe Zhang,University of Pennsylvania,university
2255345252,Peng Li,Phillips 66,company
2254850259,Yang Liu,"Nanyang Technological University, Singapore (NTU)",university
2254124342,Diyi Yang,Yale University,university
2054744,Ali Modarressi,Walgreens Boots Alliance,company
51894641,Ayyoob Imani,General Electric,company
2133037029,Mohsen Fayyaz,Delft University of Technology,university
144418438,Hinrich Schütze,Pfizer,company
9551276,Xuhai Xu,Princeton University,university
1490485182,Bingsheng Yao,Valero Energy,company
2115461706,Yu Dong,Valero Energy,company
4590999,Hongfeng Yu,The University of Queensland,university
145135778,James A. Hendler,The Chinese University of Hong Kong (CUHK),university
144021446,A. Dey,Northwestern University,university
2156149847,Dakuo Wang,Alphabet,company
2166137151,Binwei Yao,Tsinghua University,university
2152153638,Ming Jiang,Kyoto University,university
2143919864,Diyi Yang,The University of Edinburgh,university
2149221827,Junjie Hu,Technical University of Munich,university
150270469,Qijiong Liu,UPS,company
2257286538,Nuo Chen,The Australian National University,university
2257233277,Tetsuya Sakai,Lowe's,company
2187512110,Xiao-Ming Wu,Meta Platforms,company
2551387,Kushal Tirumala,Alphabet,company
2257241733,Daniel Simig,Peking University,university
2201435,Armen Aghajanyan,Stanford University,university
4690624,Ari S. Morcos,Humana,company
2113663584,Oguzhan Topsakal,Amazon,company
114751633,T. Akinci,Zhejiang University,university
2217971466,Yuang Qi,Massachusetts Institute of Technology (MIT) ,university
8780109,Kejiang Chen,Archer Daniels Midland,company
2218643106,Guoqiang Chen,Cardinal Health,company
2143365293,Xi Yang,IBM,company
4992169,Pengyuan Zhu,State Farm Insurance,company
51027868,Weiming Zhang,Archer Daniels Midland,company
2052212945,Neng H. Yu,Bank of America,company
2138646471,Ryuto Koike,JPMorgan Chase,company
143655216,Masahiro Kaneko,McGill University,university
1764004,Naoaki Okazaki,CVS Health,company
2220637583,Shih-yang Liu,Walmart,company
2109370860,Zechun Liu,Stanford University,university
2261688809,Xijie Huang,Home Depot,company
2261493190,Pingcheng Dong,New York University (NYU),university
2256381600,Kwang-Ting Cheng,Elevance Health,company
73776889,Gelei Deng,MetLife,company
2153627626,Yi Liu,Stanford University,university
1947239202,V'ictor Mayoral-Vilches,Pfizer,company
2217847684,Peng Liu,Yale University,university
22799258,Yuekang Li,Verizon Communications,company
2110355317,Yuan Xu,The University of Manchester,university
2146331573,Tianwei Zhang,Walmart,company
2152798056,Yang Liu,The University of Melbourne,university
1775709,M. Pinzger,JPMorgan Chase,company
1717963,S. Rass,MetLife,company
2149615775,Myra Cheng,Amazon,company
3144356,Tiziano Piccardi,Kyoto University,university
2260029688,Diyi Yang,Centene,company
39371343,Honglei Zhuang,Kroger,company
2099586642,Zhen Qin,The Australian National University,university
2261281337,Kai Hui,Kroger,company
2261361394,Junru Wu,Columbia University,university
2110134250,Le Yan,Princeton University,university
2261356664,Xuanhui Wang,Apple,company
1815447,Michael Bendersky,UnitedHealth Group,company
2146528797,Li Zhong,Comcast,company
2108467971,Zilong Wang,University of Oxford,university
2243417222,Suyu Ge,FedEx,company
2266920681,Chunting Zhou,"University of California, Berkeley (UCB)",university
2266467782,Rui Hou,EPFL,university
2072010,Madian Khabsa,Imperial College London,university
2266748478,Yi-Chia Wang,Stanford University,university
2266712798,Qifan Wang,Technical University of Munich,university
2253929707,Jiawei Han,Alphabet,company
3375249,Yuning Mao,AT&T,company
2151529879,Lei Li,Johns Hopkins University,university
2260830380,Yongfeng Zhang,JPMorgan Chase,company
2146027242,Li Chen,Monash University,university
2113610946,Rahul Kande,Valero Energy,company
3437933,H. Pearce,The University of Tokyo,university
143645422,Benjamin Tan,General Motors,company
1398683279,Brendan Dolan-Gavitt,Microsoft,company
2057985118,Shailja Thakur,Pfizer,company
1707355,R. Karri,The University of Manchester,university
2220547623,Jeyavijayan Rajendran Texas AM University,Chevron,company
73770687,U. Wales,Target,company
102544543,U. Calgary,Walgreens Boots Alliance,company
51280874,N. University,State Farm Insurance,company
2231175914,Rodrigo Pedro,Dell Technologies,company
2248088902,Daniel Castro,Walgreens Boots Alliance,company
2231158981,Paulo Carreira,"University of California, Los Angeles (UCLA)",university
2231663636,Nuno Santos,Wells Fargo,company
2257259410,Yuan Li,Harvard University,university
2257107248,Yixuan Zhang,New York University (NYU),university
2243348413,Lichao Sun,The University of Hong Kong,university
1395945114,Vishnu Sashank Dorbala,Walgreens Boots Alliance,company
2057888241,James F. Mullen,Berkshire Hathaway,company
1699159,Dinesh Manocha,National University of Singapore (NUS),university
2118210915,Xinli Yu,JPMorgan Chase,company
2141144864,Zheng Chen,Berkshire Hathaway,company
48907594,Yuan Ling,JPMorgan Chase,company
2190030596,Shujing Dong,Costco Wholesale,company
47781311,Zongying Liu,Apple,company
2220668748,Yanbin Lu,The University of Edinburgh,university
46477844,Jianing Yang,Cigna,company
2243416833,Xuweiyi Chen,UnitedHealth Group,company
1390481263,Shengyi Qian,Tsinghua University,university
2243383240,Nikhil Madaan,Peking University,university
2243403473,Madhavan Iyengar,Fudan University,university
1786435,D. Fouhey,AmerisourceBergen,company
2243382885,Joyce Chai,Apple,company
5040052,Jiangjie Chen,Procter & Gamble,company
2145968425,Siyu Yuan,Institut Polytechnique de Paris,university
2062940513,Rong Ye,National University of Singapore (NUS),university
3165738,Bodhisattwa Prasad Majumder,PepsiCo Beverages,company
46666605,Kyle Richardson,Costco Wholesale,company
2243374631,Yu Tian,Cornell University,university
2109457982,Xiao Yang,Cornell University,university
2267384625,Jingyuan Zhang,Zhejiang University,university
3431029,Yinpeng Dong,Dell Technologies,company
2267649469,Hang Su,Cardinal Health,company
39729530,Han Lin,General Electric,company
2008198436,Abhaysinh Zala,Apple,company
2706729,Jaemin Cho,Johnson & Johnson,company
143977268,Mohit Bansal,"University of California, Berkeley (UCB)",university
116275985,Yuzhe Cai,McGill University,university
35374367,Shaoguang Mao,Walmart,company
51198241,Wenshan Wu,Alphabet,company
2108725194,Zehua Wang,The University of Tokyo,university
3887469,Yaobo Liang,The University of New South Wales (UNSW Sydney),university
48741177,Tao Ge,Fannie Mae,company
2151101534,Chenfei Wu,The University of Hong Kong,university
2214585980,Wang You,The University of New South Wales (UNSW Sydney),university
2212903837,Ting Song,Comcast,company
2111130689,Yan Xia,McKesson,company
2069738994,Jonathan Tien,MetLife,company
2072609829,Nan Duan,Massachusetts Institute of Technology (MIT) ,university
2162042348,Weirui Kuang,Yale University,university
2237427279,Bingchen Qian,Seoul National University,university
2007553615,Zitao Li,Intel,company
49025612,Daoyuan Chen,General Motors,company
2162036220,Dawei Gao,Delft University of Technology,university
2211993531,Xuchen Pan,IBM,company
52133762,Yuexiang Xie,University of Cambridge,university
2237607166,Yaliang Li,Elevance Health,company
1696332,Bolin Ding,EPFL,university
2237499232,Jingren Zhou,Walmart,company
2066422293,Robert Kirk,Phillips 66,company
2008790203,Ishita Mediratta,Wells Fargo,company
31434304,Christoforos Nalmpantis,JPMorgan Chase,company
2256999781,Jelena Luketina,Princeton University,university
2072738644,Eric Hambro,Meta Platforms,company
1864353,Edward Grefenstette,Marathon Petroleum,company
48647153,Roberta Raileanu,The Australian National University,university
2066229431,Umar Iqbal,Verizon Communications,company
1769675,Tadayoshi Kohno,Tsinghua University,university
3268360,Franziska Roesner,AT&T,company
2224017005,David Glukhov,University of Pennsylvania,university
47473421,Ilia Shumailov,Archer Daniels Midland,company
2681954,Y. Gal,Zhejiang University,university
1967156,Nicolas Papernot,CVS Health,company
2734935,V. Papyan,Tsinghua University,university
2256816230,Jia-Yu Yao,ExxonMobil,company
2253467098,Kun-Peng Ning,Massachusetts Institute of Technology (MIT) ,university
2253826413,Zhen-Hui Liu,Université PSL,university
2253434320,Munan Ning,Yale University,university
2265968596,Li Yuan,UPS,company
2161240241,Chenxi Whitehouse,AT&T,company
143990839,M. Choudhury,Kyoto University,university
8129718,Alham Fikri Aji,Phillips 66,company
2144332771,Fuzhao Xue,UnitedHealth Group,company
2117786875,Yao Fu,Johnson & Johnson,company
150341221,Wangchunshu Zhou,Princeton University,university
2109654065,Zangwei Zheng,The University of Edinburgh,university
2054451943,Yang You,The University of New South Wales (UNSW Sydney),university
2692077,Shubhra (Santu) Karmaker,"Nanyang Technological University, Singapore (NTU)",university
2185503028,Dongji Feng,Microsoft,company
3407277,Adam Paszke,The Chinese University of Hong Kong (CUHK),university
39793298,Sam Gross,Berkshire Hathaway,company
1403239967,Francisco Massa,The University of Sydney,university
1977806,Adam Lerer,The University of New South Wales (UNSW Sydney),university
2065251344,James Bradbury,Centene,company
