field_query,paperId,title,url,venue,publicationTypes,abstract,year,citationCount,journal_name,journal_volume,journal_pages
Quantum Computing,208ac1f2ec9bf367a9981fedb6d9ea6aa9889099,Low-overhead fault-tolerant quantum computing using long-range connectivity,https://www.semanticscholar.org/paper/208ac1f2ec9bf367a9981fedb6d9ea6aa9889099,Science Advances,['JournalArticle'],"Vast numbers of qubits will be needed for large-scale quantum computing because of the overheads associated with error correction. We present a scheme for low-overhead fault-tolerant quantum computation based on quantum low-density parity-check (LDPC) codes, where long-range interactions enable many logical qubits to be encoded with a modest number of physical qubits. In our approach, logic gates operate via logical Pauli measurements that preserve both the protection of the LDPC codes and the low overheads in terms of the required number of additional qubits. Compared with surface codes with the same code distance, we estimate order-of-magnitude improvements in the overheads for processing around 100 logical qubits using this approach. Given the high thresholds demonstrated by LDPC codes, our estimates suggest that fault-tolerant quantum computation at this scale may be achievable with a few thousand physical qubits at comparable error rates to what is needed for current approaches.",2021,40,Science Advances,8,
Quantum Computing,c997ed5ac5772bb0fce8bb11b8c86bc33310f39a,Quantum computing enhanced computational catalysis,https://www.semanticscholar.org/paper/c997ed5ac5772bb0fce8bb11b8c86bc33310f39a,Physical Review Research,,"The quantum computation of electronic energies can break the curse of dimensionality that plagues many-particle quantum mechanics. It is for this reason that a universal quantum computer has the potential to fundamentally change computational chemistry and materials science, areas in which strong electron correlations present severe hurdles for traditional electronic structure methods. Here, we present a state-of-the-art analysis of accurate energy measurements on a quantum computer for computational catalysis, using improved quantum algorithms with more than an order of magnitude improvement over the best previous algorithms. As a prototypical example of local catalytic chemical reactivity we consider the case of a ruthenium catalyst that can bind, activate, and transform carbon dioxide to the high-value chemical methanol. We aim at accurate resource estimates for the quantum computing steps required for assessing the electronic energy of key intermediates and transition states of its catalytic cycle. In particular, we present new quantum algorithms for double-factorized representations of the four-index integrals that can significantly reduce the computational cost over previous algorithms, and we discuss the challenges of increasing active space sizes to accurately deal with dynamical correlations. We address the requirements for future quantum hardware in order to make a universal quantum computer a successful and reliable tool for quantum computing enhanced computational materials science and chemistry, and identify open questions for further research.",2020,135,Physical Review Research,,
Quantum Computing,1eaab9b33f1261744567455a14830e8a92796cf5,Quantum Chemistry in the Age of Quantum Computing.,https://www.semanticscholar.org/paper/1eaab9b33f1261744567455a14830e8a92796cf5,Chemical Reviews,"['JournalArticle', 'Review']","Practical challenges in simulating quantum systems on classical computers have been widely recognized in the quantum physics and quantum chemistry communities over the past century. Although many approximation methods have been introduced, the complexity of quantum mechanics remains hard to appease. The advent of quantum computation brings new pathways to navigate this challenging and complex landscape. By manipulating quantum states of matter and taking advantage of their unique features such as superposition and entanglement, quantum computers promise to efficiently deliver accurate results for many important problems in quantum chemistry, such as the electronic structure of molecules. In the past two decades, significant advances have been made in developing algorithms and physical hardware for quantum computing, heralding a revolution in simulation of quantum systems. This Review provides an overview of the algorithms and results that are relevant for quantum chemistry. The intended audience is both quantum chemists who seek to learn more about quantum computing and quantum computing researchers who would like to explore applications in quantum chemistry.",2018,931,Chemical reviews,,
Quantum Computing,8fd8cb4951ae9634a378383a880fbf16ac5d6926,"Matrix-Model Simulations Using Quantum Computing, Deep Learning, and Lattice Monte Carlo",https://www.semanticscholar.org/paper/8fd8cb4951ae9634a378383a880fbf16ac5d6926,PRX Quantum,['Review'],"Matrix quantum mechanics plays various important roles in theoretical physics, such as a holographic description of quantum black holes. Understanding quantum black holes and the role of entanglement in a holographic setup is of paramount importance for the development of better quantum algorithms (quantum error correction codes) and for the realization of a quantum theory of gravity. Quantum computing and deep learning offer us potentially useful approaches to study the dynamics of matrix quantum mechanics. In this paper we perform a systematic survey for quantum computing and deep learning approaches to matrix quantum mechanics, comparing them to Lattice Monte Carlo simulations. In particular, we test the performance of each method by calculating the low-energy spectrum.",2021,37,PRX Quantum,,
Quantum Computing,b2ee139c1a3c2c53ac2b603070bdfbcd26b50ddc,Data Encoding Patterns for Quantum Computing,https://www.semanticscholar.org/paper/b2ee139c1a3c2c53ac2b603070bdfbcd26b50ddc,,,"Quantum computers have the potential to solve certain problems faster than classical computers. However, loading data into a quantum computer is not trivial. To load the data, it must be encoded in quantum bits (qubits). There are several ways how qubits can represent the data and, thus, multiple data encodings are possible. Both the data itself and the chosen encoding inﬂuence the runtime of the loading process. In the worst case, loading requires exponential time. This is critical because quantum algorithms that promise a speed-up assume that loading data can be done faster, in logarithmic or linear time. To outline abstract knowledge about encodings and the consequences of choosing a particular data encoding, we present three common encodings as patterns. Especially in complex domains like quantum computing, patterns can contribute to making this new technology and its broad potential accessible to users with different backgrounds. In particular, they facilitate the development of quantum applications for software developers.",2021,36,,,
Quantum Computing,89858723bec341178f2b00d34ea3016baaaf71a6,Superconducting quantum computing: a review,https://www.semanticscholar.org/paper/89858723bec341178f2b00d34ea3016baaaf71a6,Science China Information Sciences,"['JournalArticle', 'Review']",,2020,175,Science China Information Sciences,63,
Quantum Computing,3a9f7c5bdd7f9560bf150332e97d6b1facdfce9b,Quantum PUF for Security and Trust in Quantum Computing,https://www.semanticscholar.org/paper/3a9f7c5bdd7f9560bf150332e97d6b1facdfce9b,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,['JournalArticle'],"Quantum computing is a promising paradigm to solve computationally intractable problems. Various companies such as, IBM, Rigetti and D-Wave offer quantum computers using a cloud-based platform that possess several interesting features namely, (i) quantum hardware with various number of qubits and coupling maps exist at the cloud end that offer different computing capabilities; (ii) multiple hardware with identical coupling maps exist in the suite; (iii) coupling map of larger hardware with more number of qubits can fit the coupling map of many smaller hardware; (iv) the quality of each of the hardware is distinct; (v) user cannot validate the origination of the result obtained from a quantum hardware. In other words, the user relies on the scheduler of the cloud provider to allocate the requested hardware; (vi) the queue of quantum programs at the cloud end is typically long and maximizing the throughput, which is the key to reducing costs and helping the scientific community in their explorations. The above factors motivate a new threat model with following possibilities: (a) in future, less-trustworthy quantum computers from 3rd parties can allocate poor quality hardware to save on cost or towards satisfying their falsely-advertised qubit or quantum hardware specifications; (b) the workload scheduling algorithm could have a bug or malicious code segment which will try to maximize throughput at the cost of allocation to poor fidelity hardware. Such bugs are possible for trustworthy providers; (c) a rogue employee in trusted cloud vendor could try to sabotage the vendor’s reputation by degrading the user compute fidelity just by tampering with the scheduling algorithm or rerouting the program; (d) a rogue employee can steal information by redirecting the programs to a 3rd party quantum hardware where they have full control. If the allocated hardware is inferior in quality, the user will suffer from poor quality result or longer convergence time. We propose two flavors of a Quantum Physically Unclonable Function (QuPUF) to address this issue- one based on superposition and another based on decoherence. Our experiments on real quantum hardware reveal that temporal variations in qubit quality can degrade the quality of the proposed QuPUF. We add a parametric rotation to the QuPUF for stability. Experiments on real IBM quantum hardware show that the proposed QuPUF can achieve inter-die Hamming Distance (HD) of 55% and intra-HD as low as 4%, as compared to ideal cases of 50% and 0% respectively. The proposed QuPUFs can also be used as a standalone solution for any other application.",2021,34,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,11,333-342
Quantum Computing,71ba8a8c75e0826f94eb53ee7a4566d4fc5b5256,Distributed Quantum Computing and Network Control for Accelerated VQE,https://www.semanticscholar.org/paper/71ba8a8c75e0826f94eb53ee7a4566d4fc5b5256,IEEE Transactions on Quantum Engineering,['JournalArticle'],"Interconnecting small quantum computers will be essential in the future for creating large-scale, robust quantum computers. Methods for distributing monolithic quantum algorithms efficiently are, thus, needed. In this article, we consider an approach for distributing the accelerated variational quantum eigensolver algorithm over arbitrary sized—in terms of number of qubits—distributed quantum computers. We consider approaches for distributing qubit assignments of the Ansatz states required to estimate the expectation value of Hamiltonian operators in quantum chemistry in a parallelized computation and provide a systematic approach to generate distributed quantum circuits for distributed quantum computing. Moreover, we propose an architecture for a distributed quantum control system in the context of centralized and decentralized network control.",2021,32,IEEE Transactions on Quantum Engineering,2,1-21
Quantum Computing,215fc60307f741b9db059204e41db8bfb879e606,Quantum Computing with Circular Rydberg Atoms,https://www.semanticscholar.org/paper/215fc60307f741b9db059204e41db8bfb879e606,PRX Quantum,,"Rydberg atom arrays are a leading platform for quantum computing and simulation, combining strong interactions with highly coherent operations and flexible geometries. However, the achievable fidelities are limited by the finite lifetime of the Rydberg states, as well as technical imperfections such as atomic motion. In this work, we propose a novel approach to Rydberg atom arrays using long-lived circular Rydberg states in optical traps. Based on the extremely long lifetime of these states, exceeding seconds in cryogenic microwave cavities that suppress radiative transitions, and gate protocols that are robust to finite atomic temperature, we project that arrays of hundreds of circular Rydberg atoms with two-qubit gate errors around 10−5 can be realized using current technology. This approach combines several key elements, including a quantum nondemolition detection technique for circular Rydberg states, local manipulation using the ponderomotive potential of focused optical beams, a gate protocol using multiple circular levels to encode qubits, and robust dynamical decoupling sequences to suppress unwanted interactions and errors from atomic motion. This represents a significant improvement on the current state-of-the-art in quantum computing and simulation with neutral atoms.",2021,33,PRX Quantum,,
Quantum Computing,5cb8f417d171ae329adf446820bd32d8b49d8c04,Towards a Distributed Quantum Computing Ecosystem,https://www.semanticscholar.org/paper/5cb8f417d171ae329adf446820bd32d8b49d8c04,IET Quantum Communication,"['JournalArticle', 'Review']","The Quantum Internet, by enabling quantum communications among remote quantum nodes, is a network capable of supporting functionalities with no direct counterpart in the classical world. Indeed, with the network and communications functionalities provided by the Quantum Internet, remote quantum devices can communicate and cooperate for solving challenging computational tasks by adopting a distributed computing approach. The aim of this paper is to provide the reader with an overview about the main challenges and open problems arising with the design of a Distributed Quantum Computing ecosystem. For this, we provide a survey, following a bottom-up approach, from a communications engineering perspective. We start by introducing the Quantum Internet as the fundamental underlying infrastructure of the Distributed Quantum Computing ecosystem. Then we go further, by elaborating on a high-level system abstraction of the Distributed Quantum Computing ecosystem. Such an abstraction is described through a set of logical layers. Thereby, we clarify dependencies among the aforementioned layers and, at the same time, a road-map emerges.",2020,148,IET Quantum Commun.,1,3-8
Quantum Computing,dde4abfd83fb61a794bd6c7d6e1991a67467c7ee,Quantum Computing for Healthcare: A Review,https://www.semanticscholar.org/paper/dde4abfd83fb61a794bd6c7d6e1991a67467c7ee,Future Internet,"['JournalArticle', 'Review']","Quantum computing is an emerging field of research that can provide a “quantum leap” in terms of computing performance and thereby enable many new exciting healthcare applications such as rapid DNA sequencing, drug research and discovery, personalized medicine, molecular simulations, diagnosis assistance, efficient radiotherapy. In this paper, we provide a taxonomy of existing literature on quantum healthcare systems and identify the key requirements of quantum computing implementations in the healthcare paradigm. We also provide a through exploration of the application areas where quantum computing could transform traditional healthcare systems. Finally, we perform an extensive study of quantum cryptography from the perspective of healthcare systems to identify security vulnerabilities in traditional cryptography systems.",2021,30,Future Internet,15,94
Quantum Computing,a926093ef103c02fd5ef7310e0d41b83d1958ed5,"Quantum computing: A taxonomy, systematic review and future directions",https://www.semanticscholar.org/paper/a926093ef103c02fd5ef7310e0d41b83d1958ed5,"Software, Practice & Experience","['JournalArticle', 'Review']","Quantum computing (QC) is an emerging paradigm with the potential to offer significant computational advantage over conventional classical computing by exploiting quantum‐mechanical principles such as entanglement and superposition. It is anticipated that this computational advantage of QC will help to solve many complex and computationally intractable problems in several application domains such as drug design, data science, clean energy, finance, industrial chemical development, secure communications, and quantum chemistry. In recent years, tremendous progress in both quantum hardware development and quantum software/algorithm has brought QC much closer to reality. Indeed, the demonstration of quantum supremacy marks a significant milestone in the Noisy Intermediate Scale Quantum (NISQ) era—the next logical step being the quantum advantage whereby quantum computers solve a real‐world problem much more efficiently than classical computing. As the quantum devices are expected to steadily scale up in the next few years, quantum decoherence and qubit interconnectivity are two of the major challenges to achieve quantum advantage in the NISQ era. QC is a highly topical and fast‐moving field of research with significant ongoing progress in all facets. A systematic review of the existing literature on QC will be invaluable to understand the state‐of‐the‐art of this emerging field and identify open challenges for the QC community to address in the coming years. This article presents a comprehensive review of QC literature and proposes taxonomy of QC. The proposed taxonomy is used to map various related studies to identify the research gaps. A detailed overview of quantum software tools and technologies, post‐quantum cryptography, and quantum computer hardware development captures the current state‐of‐the‐art in the respective areas. The article identifies and highlights various open challenges and promising future directions for research and innovation in QC.",2020,140,Software: Practice and Experience,52,114 - 66
Quantum Computing,f497c1ece7b6f3560bb39958e2673f476d608f98,The Quantum Internet : Networking Challenges in Distributed Quantum Computing,https://www.semanticscholar.org/paper/f497c1ece7b6f3560bb39958e2673f476d608f98,,,"The Quantum Internet is envisioned as the final stage of the quantum revolution, opening fundamentally new communications and computing capabilities, including the distributed quantum computing. But the Quantum Internet is governed by the laws of quantum mechanics. Phenomena with no counterpart in classical networks, such as no-cloning, quantum measurement, entanglement and teleporting, impose very challenging constraints for the network design. Specifically, classical network functionalities, ranging from error-control mechanisms to overhead-control strategies, are based on the assumption that classical information can be safely read and copied. But this assumption does not hold in the Quantum Internet. As a consequence, the design of the Quantum Internet requires a major network-paradigm shift to harness the quantum mechanics specificities. The goal of this work is to shed light on the challenges and the open problems of the Quantum Internet design. To this aim, we first introduce some basic knowledge of quantum mechanics, needed to understand the differences between a classical and a quantum network. Then, we introduce quantum teleportation as the key strategy for transmitting quantum information without physically transferring the particle that stores the quantum information or violating the principles of the quantum mechanics. Finally, the key research challenges to design quantum communication networks are described.",2019,226,,,
Quantum Computing,3ea34401909978d3d3d0c25c8746e02c7d2a7c77,Optimal Layout Synthesis for Quantum Computing,https://www.semanticscholar.org/paper/3ea34401909978d3d3d0c25c8746e02c7d2a7c77,2020 IEEE/ACM International Conference On Computer Aided Design (ICCAD),"['Book', 'JournalArticle', 'Conference']","Recent years have witnessed the fast development of quantum computing. Researchers around the world are eager to run larger and larger quantum algorithms that promise speedups impossible to any classical algorithm. However, the available quantum computers are still volatile and error-prone. Thus, layout synthesis, which transforms quantum programs to meet these hardware limitations, is a crucial step in the realization of quantum computing. In this paper, we present two synthesizers, one optimal and one approximate but nearly optimal. Although a few optimal approaches to this problem have been published, our optimal synthesizer explores a larger solution space, thus is optimal in a stronger sense. In addition, it reduces time and space complexity exponentially compared to some leading optimal approaches. The key to this success is a more efficient spacetime-based variable encoding of the layout synthesis problem as a mathematical programming problem. By slightly changing our formulation, we arrive at an approximate synthesizer that is even more efficient and outperforms some leading heuristic approaches, in terms of additional gate cost, by up to 100%, and also fidelity by up to 10x on a comprehensive set of benchmark programs and architectures. For a specific family of quantum programs named QAOA, which is deemed to be a promising application for near-term quantum computers, we further adjust the approximate synthesizer by taking commutation into consideration, achieving up to 75% reduction in depth and up to 65% reduction in additional cost compared to the tool used in a leading QAOA study.",2020,94,2020 IEEE/ACM International Conference On Computer Aided Design (ICCAD),,1-9
Quantum Computing,bcc82ce554942880814243fc8c08a88b9d2aad09,Reading the road: challenges and opportunities on the path to responsible innovation in quantum computing,https://www.semanticscholar.org/paper/bcc82ce554942880814243fc8c08a88b9d2aad09,Technology Analysis & Strategic Management,['JournalArticle'],"ABSTRACT
 Novel technologies such as quantum computing present new opportunities to support societal needs, but societal engagement is vital to secure public trust. Quantum computing technologies are at a pivotal point in their journey from foundational research to deployment, creating a moment for society to investigate, reflect, and consult on their implications. Responsible Innovation (RI) is one method for considering impacts, engaging with societal needs, reflecting on any concerns, and influencing the trajectory of the innovation in response. This paper draws on the empirical work of the RI team embedded in the Networked Quantum Information Technologies Hub. The team investigated researchers’ perceptions of RI and their understanding of societal impacts of quantum technologies, and sought to gauge the challenges of embedding RI across a multi-disciplinary, large-scale enterprise such as the UK quantum programme. The work demonstrated some of the difficulties involved in embedding RI approaches, and in creating a dialogue between innovators and societies. Finally, the authors offer recommendations to policymakers, researchers, and industrial organisations, for better practice in responsible quantum computing, and to ensure that societal considerations are discussed alongside commercial motivations. Applying RI to quantum computing at this pivotal point has implications for RI in other emerging technologies.",2021,27,Technology Analysis & Strategic Management,35,844 - 856
Quantum Computing,e576a2d97950b1f6831f88575dd3f370053f6af7,Distributed Quantum Computing with QMPI,https://www.semanticscholar.org/paper/e576a2d97950b1f6831f88575dd3f370053f6af7,"International Conference for High Performance Computing, Networking, Storage and Analysis","['Book', 'JournalArticle', 'Conference']","Practical applications of quantum computers require millions of physical qubits and it will be challenging for individual quantum processors to reach such qubit numbers. It is therefore timely to investigate the resource requirements of quantum algorithms in a distributed setting, where multiple quantum processors are inter-connected by a coherent network. We introduce an extension of the Message Passing Interface (MPI) to enable high-performance implementations of distributed quantum algorithms. In turn, these implementations can be used for testing, debugging, and resource estimation. In addition to a prototype implementation of quantum MPI, we present a performance model for distributed quantum computing, SENDQ. The model is inspired by the classical LogP model, making it useful to inform algorithmic decisions when program-ming distributed quantum computers. Specifically, we consider several optimizations of two quantum algorithms for problems in physics and chemistry, and we detail their effects on performance in the SENDQ model.",2021,25,"SC21: International Conference for High Performance Computing, Networking, Storage and Analysis",,1-15
Quantum Computing,3db1841fd5f2561a11dfbd8173616b3e695c84a1,Prospects of quantum computing for molecular sciences,https://www.semanticscholar.org/paper/3db1841fd5f2561a11dfbd8173616b3e695c84a1,Materials Theory,,,2021,29,Materials Theory,6,1-17
Quantum Computing,86d3beff240b6c882058455e098a571de86564f5,Quantum computing opportunities in renewable energy,https://www.semanticscholar.org/paper/86d3beff240b6c882058455e098a571de86564f5,Nature Computational Science,['LettersAndComments'],,2021,28,Nature Computational Science,1,90 - 91
Quantum Computing,cf5fddf6717e88e2bbed6b0bfe54dfeb311e6789,Quantum Computing in the Cloud: Analyzing job and machine characteristics,https://www.semanticscholar.org/paper/cf5fddf6717e88e2bbed6b0bfe54dfeb311e6789,IEEE International Symposium on Workload Characterization,['JournalArticle'],"As the popularity of quantum computing continues to grow, quantum machine access over the cloud is critical to both academic and industry researchers across the globe. And as cloud quantum computing demands increase exponentially, the analysis of resource consumption and execution characteristics are key to efficient management of jobs and resources at both the vendor-end as well as the client-end. While the analysis of resource consumption and management are popular in the classical HPC domain, it is severely lacking for more nascent technology like quantum computing. This paper is a first-of-its-kind academic study, analyzing various trends in job execution and resources consumption / utilization on quantum cloud systems. We focus on IBM Quantum systems and analyze characteristics over a two year period, encompassing over 6000 jobs which contain over 600,000 quantum circuit executions and correspond to almost 10 billion “shots” or trials over 20+ quantum machines. Specifically, we analyze trends focused on, but not limited to, execution times on quantum machines, queuing/waiting times in the cloud, circuit compilation times, machine utilization, as well as the impact of job and machine characteristics on all of these trends. Our analysis identifies several similarities and differences with classical HPC cloud systems. Based on our insights, we make recommendations and contributions to improve the management of resources and jobs on future quantum cloud systems.",2021,27,2021 IEEE International Symposium on Workload Characterization (IISWC),,39-50
Quantum Computing,6745a82c9236f0eec576904eb50ea700ca5a7d7c,Quantum computing with neutral atoms,https://www.semanticscholar.org/paper/6745a82c9236f0eec576904eb50ea700ca5a7d7c,Quantum,"['JournalArticle', 'Review']","The manipulation of neutral atoms by light is at the heart of countless scientific discoveries in the field of quantum physics in the last three decades. The level of control that has been achieved at the single particle level within arrays of optical traps, while preserving the fundamental properties of quantum matter (coherence, entanglement, superposition), makes these technologies prime candidates to implement disruptive computation paradigms. In this paper, we review the main characteristics of these devices from atoms / qubits to application interfaces, and propose a classification of a wide variety of tasks that can already be addressed in a computationally efficient manner in the Noisy Intermediate Scale Quantum\cite{Preskill_NISQ} era we are in. We illustrate how applications ranging from optimization challenges to simulation of quantum systems can be explored either at the digital level (programming gate-based circuits) or at the analog level (programming Hamiltonian sequences). We give evidence of the intrinsic scalability of neutral atom quantum processors in the 100-1,000 qubits range and introduce prospects for universal fault tolerant quantum computing and applications beyond quantum computing.",2020,138,Quantum,4,327
Quantum Computing,3b87dafd5a412e25e06761f181ec199ca88a7398,Bugs in Quantum computing platforms: an empirical study,https://www.semanticscholar.org/paper/3b87dafd5a412e25e06761f181ec199ca88a7398,Proc. ACM Program. Lang.,['JournalArticle'],"The interest in quantum computing is growing, and with it, the importance of software platforms to develop quantum programs. Ensuring the correctness of such platforms is important, and it requires a thorough understanding of the bugs they typically suffer from. To address this need, this paper presents the first in-depth study of bugs in quantum computing platforms. We gather and inspect a set of 223 real-world bugs from 18 open-source quantum computing platforms. Our study shows that a significant fraction of these bugs (39.9%) are quantum-specific, calling for dedicated approaches to prevent and find them. The bugs are spread across various components, but quantum-specific bugs occur particularly often in components that represent, compile, and optimize quantum programming abstractions. Many quantum-specific bugs manifest through unexpected outputs, rather than more obvious signs of misbehavior, such as crashes. Finally, we present a hierarchy of recurrent bug patterns, including ten novel, quantum-specific patterns. Our findings not only show the importance and prevalence bugs in quantum computing platforms, but they help developers to avoid common mistakes and tool builders to tackle the challenge of preventing, finding, and fixing these bugs.",2021,24,Proceedings of the ACM on Programming Languages,6,1 - 27
Quantum Computing,6be56f559a74c0124526242e70cbdfd16cbc60a7,Quantum Computing - from NISQ to PISQ,https://www.semanticscholar.org/paper/6be56f559a74c0124526242e70cbdfd16cbc60a7,IEEE Micro,['JournalArticle'],"Given the impeding timeline of developing good quality quantum processing units, it is the moment to rethink the approach to advance quantum computing research. Rather than waiting for quantum hardware technologies to mature, we need to start assessing in tandem the impact of the occurrence of quantum computing in various scientific fields.However, to this purpose, we need to use a complementary but quite different approach than proposed by the NISQ vision, which is heavily focused on and burdened by the engineering challenges.That is why we propose and advocate the PISQ-approach: Perfect Intermediate-Scale Quantum computing based on the already known concept of perfect qubits.This will allow researchers to focus much more on the development of new applications by defining the algorithms in terms of perfect qubits and evaluate them on quantum computing simulators that are executed on supercomputers.It is not the long-term solution but will currently allow universities to research on quantum logic and algorithms and companies can already start developing their internal know-how on quantum solutions.",2021,21,IEEE Micro,41,24-32
Quantum Computing,76f87dfb737ac0e44df1fc331b422de2b9f0a632,Quantum Computing: Towards Industry Reference Problems,https://www.semanticscholar.org/paper/76f87dfb737ac0e44df1fc331b422de2b9f0a632,Digitale Welt,['JournalArticle'],,2021,23,Digitale Welt,5,38 - 45
Quantum Computing,3d82552eb483e5ea84b577a0e8d5f157a6085824,The prospects of quantum computing in computational molecular biology,https://www.semanticscholar.org/paper/3d82552eb483e5ea84b577a0e8d5f157a6085824,WIREs Computational Molecular Science,['Review'],"Quantum computers can in principle solve certain problems exponentially more quickly than their classical counterparts. We have not yet reached the advent of useful quantum computation, but when we do, it will affect nearly all scientific disciplines. In this review, we examine how current quantum algorithms could revolutionize computational biology and bioinformatics. There are potential benefits across the entire field, from the ability to process vast amounts of information and run machine learning algorithms far more efficiently, to algorithms for quantum simulation that are poised to improve computational calculations in drug discovery, to quantum algorithms for optimization that may advance fields from protein structure prediction to network analysis. However, these exciting prospects are susceptible to “hype,” and it is also important to recognize the caveats and challenges in this new technology. Our aim is to introduce the promise and limitations of emerging quantum computing technologies in the areas of computational molecular biology and bioinformatics.",2020,122,Wiley Interdisciplinary Reviews: Computational Molecular Science,11,
Quantum Computing,ed935c6b359a7a486c28240d796e84897d095125,Improving the Variational Quantum Eigensolver Using Variational Adiabatic Quantum Computing,https://www.semanticscholar.org/paper/ed935c6b359a7a486c28240d796e84897d095125,ACM Transactions on Quantum Computing,,"The variational quantum eigensolver (VQE) is a hybrid quantum-classical algorithm for finding the minimum eigenvalue of a Hamiltonian that involves the optimization of a parameterized quantum circuit. Since the resulting optimization problem is in general nonconvex, the method can converge to suboptimal parameter values that do not yield the minimum eigenvalue. In this work, we address this shortcoming by adopting the concept of variational adiabatic quantum computing (VAQC) as a procedure to improve VQE. In VAQC, the ground state of a continuously parameterized Hamiltonian is approximated via a parameterized quantum circuit. We discuss some basic theory of VAQC to motivate the development of a hybrid quantum-classical homotopy continuation method. The proposed method has parallels with a predictor-corrector method for numerical integration of differential equations. While there are theoretical limitations to the procedure, we see in practice that VAQC can successfully find good initial circuit parameters to initialize VQE. We demonstrate this with two examples from quantum chemistry. Through these examples, we provide empirical evidence that VAQC, combined with other techniques (an adaptive termination criteria for the classical optimizer and a variance-based resampling method for the expectation evaluation), can provide more accurate solutions than “plain” VQE, for the same amount of effort.",2021,16,ACM Transactions on Quantum Computing,3,1 - 20
Quantum Computing,e75cb933d387ecb184010ff07d0ee43fc1750e2a,Models in quantum computing: a systematic review,https://www.semanticscholar.org/paper/e75cb933d387ecb184010ff07d0ee43fc1750e2a,Quantum Information Processing,"['JournalArticle', 'Review']",,2021,18,Quantum Information Processing,20,
Quantum Computing,795550a5294eb05ea4f3b14f0b1c21a405493d85,Universal Quantum Computing with Twist-Free and Temporally Encoded Lattice Surgery,https://www.semanticscholar.org/paper/795550a5294eb05ea4f3b14f0b1c21a405493d85,PRX Quantum,,"Lattice surgery protocols allow for the efficient implementation of universal gate sets with two-dimensional topological codes where qubits are constrained to interact with one another locally. In this work, we first introduce a decoder capable of correcting spacelike and timelike errors during lattice surgery protocols. Afterwards, we compute logical failure rates of a lattice surgery protocol for a biased circuit-level noise model. We then provide a new protocol for performing twist-free lattice surgery, where we avoid twist defects in the bulk of the lattice. Our twist-free protocol eliminates the extra circuit components and gate scheduling complexities associated with the measurement of higher weight stabilizers when using twist defects. We also provide a protocol for temporally encoded lattice surgery that can be used to reduce both runtimes and the total space-time costs of quantum algorithms. Lastly, we propose a layout for a quantum processor that is more efficient for rectangular surface codes exploiting noise bias, and which is compatible with the other techniques mentioned above.",2021,43,PRX Quantum,,
Quantum Computing,9675f7484a4d3d278a5a637f75a1b81d7d008c4e,Biology begins to tangle with quantum computing,https://www.semanticscholar.org/paper/9675f7484a4d3d278a5a637f75a1b81d7d008c4e,Nature Methods,['JournalArticle'],,2021,20,Nature Methods,18,715 - 719
Quantum Computing,e7a7735104448371dde788542ebfc6af6485ea43,Silicon photonic quantum computing with spin qubits,https://www.semanticscholar.org/paper/e7a7735104448371dde788542ebfc6af6485ea43,APL Photonics,,"Universal quantum computing holds the promise to fundamentally change today’s information-based society, yet a hardware platform that will provide a clear path to fault-tolerant quantum computing remains elusive. One recently proposed platform involves the use of circuit-bound photons to build cluster states and perform one-way measurement-based quantum computations on arrays of long-coherence-time solid-state spin qubits. Herein, we discuss the challenges that are faced during any practical implementation of this architecture by itemizing the key physical building blocks and the constraints imposed on the spin qubits and the photonic circuit components by the requirements of fault-tolerant performance. These considerations point to silicon as a leading candidate to host such a platform, and a roadmap for developing a silicon photonic circuit-based platform for measurement-based, fault-tolerant universal quantum computing is offered.",2021,23,APL Photonics,,
Quantum Computing,390bcf15a1b13cb0d5966859c35c69a31238e838,Optimized Compiler for Distributed Quantum Computing,https://www.semanticscholar.org/paper/390bcf15a1b13cb0d5966859c35c69a31238e838,ACM Transactions on Quantum Computing,['JournalArticle'],"Practical distributed quantum computing requires the development of efficient compilers, able to make quantum circuits compatible with some given hardware constraints. This problem is known to be tough, even for local computing. Here, we address it on distributed architectures. As generally assumed in this scenario, telegates represent the fundamental remote (inter-processor) operations. Each telegate consists of several tasks: (i) entanglement generation and distribution, (ii) local operations, and (iii) classical communications. Entanglement generations and distribution is an expensive resource, as it is time-consuming. To mitigate its impact, we model an optimization problem that combines running-time minimization with the usage of distributed entangled states. Specifically, we formulated the distributed compilation problem as a dynamic network flow. To enhance the solution space, we extend the formulation, by introducing a predicate that manipulates the circuit given in input and parallelizes telegate tasks. To evaluate our framework, we split the problem into three sub-problems, and solve it by means of an approximation routine. Experiments demonstrate that the run-time is resistant to the problem size scaling. Moreover, we apply the proposed algorithm to compile circuits under different topologies, showing that topologies with a higher ratio between edges and nodes give rise to shallower circuits.",2021,22,ACM Transactions on Quantum Computing,4,1 - 29
Quantum Computing,1dec1180add808a482a45f9afd15cc70129d6bbe,SpinQ Gemini: a desktop quantum computing platform for education and research,https://www.semanticscholar.org/paper/1dec1180add808a482a45f9afd15cc70129d6bbe,EPJ Quantum Technology,,,2021,13,EPJ Quantum Technology,8,
